Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Cost of good sold,Selling price
628-90-8624,B,San Francisco,Member,Male,Health and beauty,82.58,10,41.29,867.09,3/14/2019,14:41,Cash,825.8,1114.83
856-66-2701,A,New York,Member,Male,Home and lifestyle,53.3,3,8,167.895,1/25/2019,14:19,Ewallet,159.9,215.87
308-39-1707,A,New York,Normal,Female,Food and beverages,12.09,1,0.6,12.6945,1/26/2019,18:19,Credit card,12.09,13.06
149-61-1929,A,New York,Normal,Male,Food and beverages,64.19,10,32.1,673.995,1/19/2019,14:08,Credit card,641.9,693.25
655-07-2265,A,New York,Normal,Male,Electronic accessories,78.31,3,11.75,246.6765,3/5/2019,16:38,Ewallet,234.93,328.9
589-02-8023,A,New York,Member,Male,Food and beverages,83.77,2,8.38,175.917,1/15/2019,10:54,Credit card,167.54,180.94
420-04-7590,B,San Francisco,Normal,Male,Home and lifestyle,99.7,3,14.96,314.055,3/18/2019,11:29,Ewallet,299.1,403.79
182-88-2763,B,San Francisco,Member,Male,Food and beverages,79.91,3,11.99,251.7165,3/20/2019,19:28,Credit card,239.73,258.91
188-55-0967,B,San Francisco,Member,Male,Health and beauty,66.47,10,33.24,697.935,1/15/2019,15:01,Credit card,664.7,897.35
610-46-4100,A,New York,Normal,Male,Health and beauty,28.95,7,10.13,212.7825,3/3/2019,20:31,Credit card,202.65,273.58
318-81-2368,C,Los Angeles,Normal,Female,Electronic accessories,46.2,1,2.31,48.51,3/19/2019,12:16,Cash,46.2,64.68
364-33-8584,B,San Francisco,Member,Female,Food and beverages,17.63,5,4.41,92.5575,3/8/2019,15:27,Cash,88.15,95.2
665-63-9737,B,San Francisco,Normal,Male,Food and beverages,52.42,3,7.86,165.123,2/27/2019,17:36,Ewallet,157.26,169.84
695-09-5146,B,San Francisco,Member,Female,Food and beverages,98.79,3,14.82,311.1885,2/23/2019,20:00,Ewallet,296.37,320.08
155-45-3814,C,Los Angeles,Member,Female,Electronic accessories,88.55,8,35.42,743.82,3/19/2019,15:29,Ewallet,708.4,991.76
794-32-2436,B,San Francisco,Member,Male,Electronic accessories,55.67,2,5.57,116.907,3/27/2019,15:08,Ewallet,111.34,155.88
131-15-8856,C,Los Angeles,Member,Female,Food and beverages,72.52,8,29.01,609.168,3/30/2019,19:26,Credit card,580.16,626.57
273-84-2164,C,Los Angeles,Member,Male,Electronic accessories,12.05,5,3.01,63.2625,2/16/2019,15:53,Ewallet,60.25,84.35
706-36-6154,A,New York,Member,Male,Home and lifestyle,19.36,9,8.71,182.952,1/18/2019,18:43,Ewallet,174.24,235.22
778-89-7974,C,Los Angeles,Normal,Male,Health and beauty,70.21,6,21.06,442.323,3/30/2019,14:58,Cash,421.26,568.7
574-31-8277,B,San Francisco,Member,Male,Food and beverages,33.63,1,1.68,35.3115,3/20/2019,19:55,Cash,33.63,36.32
859-71-0933,C,Los Angeles,Member,Female,Food and beverages,15.49,2,1.55,32.529,1/16/2019,15:10,Cash,30.98,33.46
740-11-5257,C,Los Angeles,Normal,Male,Electronic accessories,24.74,10,12.37,259.77,2/24/2019,16:44,Cash,247.4,346.36
369-82-2676,B,San Francisco,Normal,Male,Electronic accessories,75.66,5,18.92,397.215,1/15/2019,18:22,Ewallet,378.3,529.62
563-47-4072,B,San Francisco,Normal,Female,Health and beauty,55.81,6,16.74,351.603,1/22/2019,11:52,Cash,334.86,452.06
742-04-5161,A,New York,Member,Male,Home and lifestyle,72.78,10,36.39,764.19,2/3/2019,17:24,Cash,727.8,982.53
149-15-7606,B,San Francisco,Member,Male,Food and beverages,37.32,9,16.79,352.674,3/6/2019,15:31,Ewallet,335.88,362.75
133-77-3154,B,San Francisco,Member,Male,Food and beverages,60.18,4,12.04,252.756,2/16/2019,18:04,Credit card,240.72,259.98
169-52-4504,A,New York,Normal,Female,Electronic accessories,15.69,3,2.35,49.4235,3/14/2019,14:13,Credit card,47.07,65.9
250-81-7186,C,Los Angeles,Normal,Female,Electronic accessories,99.69,1,4.98,104.6745,2/27/2019,10:23,Credit card,99.69,139.57
562-12-5430,A,New York,Member,Female,Food and beverages,88.15,3,13.22,277.6725,1/18/2019,10:11,Ewallet,264.45,285.61
816-72-8853,A,New York,Member,Female,Food and beverages,27.93,5,6.98,146.6325,1/29/2019,15:48,Cash,139.65,150.82
491-38-3499,A,New York,Member,Male,Food and beverages,55.45,1,2.77,58.2225,2/26/2019,17:46,Credit card,55.45,59.89
322-02-2271,B,San Francisco,Normal,Female,Food and beverages,42.97,3,6.45,135.3555,2/3/2019,11:46,Cash,128.91,139.22
842-29-4695,C,Los Angeles,Member,Male,Food and beverages,17.14,7,6,125.979,1/16/2019,12:07,Credit card,119.98,129.58
725-67-2480,B,San Francisco,Member,Female,Food and beverages,58.75,6,17.63,370.125,3/24/2019,18:14,Credit card,352.5,380.7
641-51-2661,C,Los Angeles,Member,Female,Food and beverages,87.1,10,43.55,914.55,2/12/2019,14:45,Credit card,871,940.68
714-02-3114,C,Los Angeles,Normal,Female,Food and beverages,98.8,2,9.88,207.48,2/21/2019,11:39,Cash,197.6,213.41
518-17-2983,A,New York,Normal,Female,Food and beverages,48.63,4,9.73,204.246,2/4/2019,15:44,Ewallet,194.52,210.08
779-42-2410,B,San Francisco,Member,Male,Food and beverages,57.74,3,8.66,181.881,2/20/2019,13:06,Ewallet,173.22,187.08
190-14-3147,B,San Francisco,Normal,Female,Health and beauty,17.97,4,3.59,75.474,2/23/2019,20:43,Ewallet,71.88,97.04
408-66-6712,C,Los Angeles,Member,Female,Health and beauty,47.71,6,14.31,300.573,2/16/2019,14:19,Ewallet,286.26,386.45
679-22-6530,B,San Francisco,Normal,Female,Food and beverages,40.62,2,4.06,85.302,1/17/2019,10:01,Credit card,81.24,87.74
588-47-8641,A,New York,Member,Male,Food and beverages,56.04,10,28.02,588.42,1/14/2019,19:30,Ewallet,560.4,605.23
642-61-4706,B,San Francisco,Member,Male,Food and beverages,93.4,2,9.34,196.14,3/30/2019,16:34,Cash,186.8,201.74
576-31-4774,B,San Francisco,Normal,Female,Health and beauty,73.41,3,11.01,231.2415,3/2/2019,13:10,Ewallet,220.23,297.31
556-41-6224,C,Los Angeles,Normal,Male,Health and beauty,33.64,8,13.46,282.576,2/15/2019,17:10,Credit card,269.12,363.31
811-03-8790,A,New York,Normal,Female,Electronic accessories,45.48,10,22.74,477.54,3/1/2019,10:22,Credit card,454.8,636.72
242-11-3142,B,San Francisco,Member,Male,Food and beverages,83.77,2,8.38,175.917,2/24/2019,19:57,Cash,167.54,180.94
752-23-3760,B,San Francisco,Member,Female,Food and beverages,64.08,7,22.43,470.988,2/19/2019,19:29,Credit card,448.56,484.44
274-05-5470,A,New York,Member,Female,Food and beverages,73.47,4,14.69,308.574,2/23/2019,18:30,Cash,293.88,317.39
648-94-3045,C,Los Angeles,Normal,Male,Health and beauty,58.95,10,29.48,618.975,2/7/2019,14:27,Ewallet,589.5,795.83
130-67-4723,A,New York,Member,Male,Food and beverages,48.5,6,14.55,305.55,1/11/2019,13:57,Ewallet,291,314.28
528-87-5606,B,San Francisco,Member,Female,Electronic accessories,39.48,1,1.97,41.454,2/12/2019,19:43,Cash,39.48,55.27
320-85-2052,B,San Francisco,Normal,Female,Food and beverages,34.81,1,1.74,36.5505,1/14/2019,10:11,Credit card,34.81,37.59
370-96-0655,C,Los Angeles,Normal,Female,Food and beverages,49.32,6,14.8,310.716,1/9/2019,13:46,Ewallet,295.92,319.59
105-10-6182,A,New York,Member,Male,Food and beverages,21.48,2,2.15,45.108,2/27/2019,12:22,Ewallet,42.96,46.4
510-79-0415,B,San Francisco,Member,Female,Food and beverages,23.08,6,6.92,145.404,1/24/2019,19:20,Ewallet,138.48,149.56
241-96-5076,B,San Francisco,Member,Female,Home and lifestyle,49.1,2,4.91,103.11,1/8/2019,12:58,Credit card,98.2,132.57
767-97-4650,B,San Francisco,Member,Female,Food and beverages,64.83,2,6.48,136.143,1/8/2019,11:59,Credit card,129.66,140.03
648-83-1321,A,New York,Member,Male,Home and lifestyle,63.56,10,31.78,667.38,1/16/2019,17:59,Cash,635.6,858.06
173-57-2300,C,Los Angeles,Member,Male,Food and beverages,72.88,2,7.29,153.048,3/13/2019,12:51,Cash,145.76,157.42
305-03-2383,A,New York,Normal,Female,Food and beverages,67.1,3,10.07,211.365,2/15/2019,10:36,Cash,201.3,217.4
394-55-6384,C,Los Angeles,Member,Female,Food and beverages,70.19,9,31.59,663.2955,1/25/2019,13:38,Cash,631.71,682.25
266-20-6657,C,Los Angeles,Member,Male,Food and beverages,55.04,7,19.26,404.544,3/12/2019,19:39,Ewallet,385.28,416.1
689-05-1884,A,New York,Member,Male,Health and beauty,48.63,10,24.32,510.615,3/4/2019,12:44,Cash,486.3,656.51
196-01-2849,C,Los Angeles,Member,Female,Food and beverages,73.38,7,25.68,539.343,2/10/2019,13:56,Cash,513.66,554.75
372-62-5264,C,Los Angeles,Normal,Female,Food and beverages,52.6,9,23.67,497.07,1/16/2019,14:42,Cash,473.4,511.27
800-09-8606,A,New York,Member,Female,Home and lifestyle,87.37,5,21.84,458.6925,1/29/2019,19:45,Cash,436.85,589.75
182-52-7000,A,New York,Member,Female,Food and beverages,27.04,4,5.41,113.568,1/1/2019,20:26,Ewallet,108.16,116.81
826-58-8051,B,San Francisco,Normal,Male,Home and lifestyle,62.19,4,12.44,261.198,1/6/2019,19:46,Ewallet,248.76,335.83
868-06-0466,A,New York,Member,Male,Electronic accessories,69.58,9,31.31,657.531,2/19/2019,19:38,Credit card,626.22,876.71
751-41-9720,C,Los Angeles,Normal,Male,Home and lifestyle,97.5,10,48.75,1023.75,1/12/2019,16:18,Ewallet,975,1316.25
626-43-7888,C,Los Angeles,Normal,Female,Food and beverages,60.41,8,24.16,507.444,2/7/2019,12:23,Ewallet,483.28,521.94
176-64-7711,B,San Francisco,Normal,Male,Food and beverages,32.32,3,4.85,101.808,3/27/2019,19:11,Credit card,96.96,104.72
191-29-0321,B,San Francisco,Member,Female,Food and beverages,19.77,10,9.89,207.585,2/27/2019,18:57,Credit card,197.7,213.52
729-06-2010,B,San Francisco,Member,Male,Health and beauty,80.47,9,36.21,760.4415,1/6/2019,11:18,Cash,724.23,977.71
640-48-5028,B,San Francisco,Member,Female,Home and lifestyle,88.39,9,39.78,835.2855,3/2/2019,12:40,Cash,795.51,1073.94
186-79-9562,B,San Francisco,Normal,Male,Health and beauty,71.77,7,25.12,527.5095,3/29/2019,14:06,Cash,502.39,678.23
834-45-5519,B,San Francisco,Normal,Female,Electronic accessories,43,4,8.6,180.6,1/31/2019,20:48,Ewallet,172,240.8
162-65-8559,C,Los Angeles,Member,Male,Food and beverages,68.98,1,3.45,72.429,1/21/2019,20:13,Cash,68.98,74.5
760-27-5490,C,Los Angeles,Normal,Male,Food and beverages,15.62,8,6.25,131.208,1/20/2019,20:37,Ewallet,124.96,134.96
445-30-9252,A,New York,Normal,Male,Food and beverages,25.7,3,3.86,80.955,1/17/2019,17:59,Ewallet,77.1,83.27
786-94-2700,A,New York,Member,Male,Food and beverages,80.62,6,24.19,507.906,2/28/2019,20:18,Cash,483.72,522.42
728-88-7867,C,Los Angeles,Member,Female,Home and lifestyle,75.53,4,15.11,317.226,3/19/2019,15:52,Ewallet,302.12,407.86
183-21-3799,C,Los Angeles,Normal,Female,Electronic accessories,77.63,9,34.93,733.6035,2/19/2019,15:14,Ewallet,698.67,978.14
268-20-3585,C,Los Angeles,Normal,Female,Health and beauty,13.85,9,6.23,130.8825,2/4/2019,12:50,Ewallet,124.65,168.28
735-32-9839,C,Los Angeles,Member,Male,Food and beverages,98.7,8,39.48,829.08,1/31/2019,10:36,Ewallet,789.6,852.77
258-92-7466,A,New York,Normal,Female,Health and beauty,35.68,5,8.92,187.32,2/6/2019,18:33,Credit card,178.4,240.84
857-16-3520,A,New York,Member,Female,Food and beverages,71.46,7,25.01,525.231,3/28/2019,16:06,Ewallet,500.22,540.24
482-17-1179,A,New York,Member,Male,Electronic accessories,11.94,3,1.79,37.611,1/19/2019,12:47,Credit card,35.82,50.15
788-21-5741,A,New York,Normal,Male,Food and beverages,45.38,3,6.81,142.947,2/17/2019,13:34,Credit card,136.14,147.03
821-14-9046,B,San Francisco,Member,Female,Food and beverages,17.48,6,5.24,110.124,1/18/2019,15:04,Credit card,104.88,113.27
418-05-0656,B,San Francisco,Normal,Female,Food and beverages,25.56,7,8.95,187.866,2/2/2019,20:42,Cash,178.92,193.23
678-79-0726,C,Los Angeles,Member,Female,Food and beverages,90.63,9,40.78,856.4535,1/18/2019,15:28,Cash,815.67,880.92
776-68-1096,B,San Francisco,Normal,Male,Home and lifestyle,44.12,3,6.62,138.978,3/18/2019,13:45,Credit card,132.36,178.69
592-46-1692,C,Los Angeles,Member,Female,Food and beverages,36.77,7,12.87,270.2595,1/11/2019,20:10,Cash,257.39,277.98
434-35-9162,B,San Francisco,Member,Male,Food and beverages,23.34,4,4.67,98.028,2/4/2019,18:53,Ewallet,93.36,100.83
149-14-0304,C,Los Angeles,Member,Female,Health and beauty,28.5,8,11.4,239.4,2/6/2019,14:24,Cash,228,307.8
442-44-6497,C,Los Angeles,Member,Male,Home and lifestyle,55.57,3,8.34,175.0455,1/8/2019,11:42,Credit card,166.71,225.06
174-64-0215,B,San Francisco,Normal,Male,Food and beverages,69.74,10,34.87,732.27,3/5/2019,17:49,Credit card,697.4,753.19
210-74-9613,C,Los Angeles,Normal,Male,Food and beverages,97.26,4,19.45,408.492,3/16/2019,15:33,Ewallet,389.04,420.16
299-29-0180,B,San Francisco,Member,Female,Home and lifestyle,52.18,7,18.26,383.523,3/9/2019,10:54,Cash,365.26,493.1
247-11-2470,A,New York,Member,Female,Food and beverages,22.32,4,4.46,93.744,3/1/2019,16:23,Credit card,89.28,96.42
635-28-5728,A,New York,Normal,Male,Health and beauty,56,3,8.4,176.4,2/28/2019,19:33,Ewallet,168,226.8
756-49-0168,A,New York,Member,Male,Food and beverages,19.7,1,0.99,20.685,2/8/2019,11:39,Ewallet,19.7,21.28
438-23-1242,B,San Francisco,Normal,Male,Electronic accessories,75.88,7,26.56,557.718,1/24/2019,10:38,Ewallet,531.16,743.62
238-45-6950,B,San Francisco,Member,Male,Food and beverages,53.72,1,2.69,56.406,3/1/2019,20:03,Ewallet,53.72,58.02
607-65-2441,C,Los Angeles,Member,Male,Health and beauty,81.95,10,40.98,860.475,3/10/2019,12:39,Credit card,819.5,1106.33
386-27-7606,C,Los Angeles,Member,Female,Home and lifestyle,81.2,7,28.42,596.82,3/23/2019,15:59,Credit card,568.4,767.34
137-63-5492,C,Los Angeles,Normal,Male,Electronic accessories,58.76,10,29.38,616.98,1/29/2019,14:26,Ewallet,587.6,822.64
197-77-7132,B,San Francisco,Member,Male,Electronic accessories,91.56,8,36.62,769.104,1/12/2019,18:22,Ewallet,732.48,1025.47
805-86-0265,A,New York,Normal,Male,Home and lifestyle,93.96,9,42.28,887.922,3/20/2019,11:32,Cash,845.64,1141.61
733-29-1227,C,Los Angeles,Normal,Male,Home and lifestyle,55.61,7,19.46,408.7335,3/23/2019,12:41,Cash,389.27,525.51
451-73-2711,C,Los Angeles,Normal,Male,Food and beverages,84.83,1,4.24,89.0715,1/14/2019,15:20,Ewallet,84.83,91.62
373-14-0504,A,New York,Member,Female,Food and beverages,71.63,2,7.16,150.423,2/12/2019,14:33,Ewallet,143.26,154.72
546-80-2899,A,New York,Member,Male,Home and lifestyle,37.69,2,3.77,79.149,2/20/2019,15:29,Ewallet,75.38,101.76
345-68-9016,C,Los Angeles,Member,Female,Food and beverages,31.67,8,12.67,266.028,1/2/2019,16:19,Credit card,253.36,273.63
390-17-5806,C,Los Angeles,Member,Female,Food and beverages,38.42,1,1.92,40.341,2/2/2019,16:33,Cash,38.42,41.49
457-13-1708,B,San Francisco,Member,Male,Food and beverages,65.23,10,32.62,684.915,1/8/2019,19:07,Credit card,652.3,704.48
664-14-2882,C,Los Angeles,Member,Female,Home and lifestyle,10.53,5,2.63,55.2825,1/30/2019,14:43,Credit card,52.65,71.08
487-79-6868,B,San Francisco,Member,Female,Home and lifestyle,12.29,9,5.53,116.1405,3/26/2019,19:28,Credit card,110.61,149.32
314-23-4520,C,Los Angeles,Member,Male,Health and beauty,81.23,7,28.43,597.0405,1/15/2019,20:44,Cash,568.61,767.62
210-30-7976,B,San Francisco,Member,Female,Food and beverages,22.32,4,4.46,93.744,3/14/2019,11:16,Ewallet,89.28,96.42
585-86-8361,A,New York,Normal,Female,Food and beverages,27.28,5,6.82,143.22,2/3/2019,10:31,Credit card,136.4,147.31
807-14-7833,A,New York,Member,Female,Electronic accessories,17.42,10,8.71,182.91,2/22/2019,12:30,Ewallet,174.2,243.88
775-72-1988,B,San Francisco,Normal,Male,Home and lifestyle,73.28,5,18.32,384.72,1/24/2019,15:05,Ewallet,366.4,494.64
288-38-3758,C,Los Angeles,Member,Female,Food and beverages,84.87,3,12.73,267.3405,1/25/2019,18:30,Ewallet,254.61,274.98
652-43-6591,A,New York,Normal,Female,Food and beverages,97.29,8,38.92,817.236,3/9/2019,13:18,Credit card,778.32,840.59
785-96-0615,B,San Francisco,Member,Female,Electronic accessories,35.74,8,14.3,300.216,2/17/2019,15:28,Ewallet,285.92,400.29
406-46-7107,A,New York,Normal,Female,Home and lifestyle,96.52,6,28.96,608.076,1/11/2019,11:52,Cash,579.12,781.81
250-17-5703,A,New York,Member,Male,Food and beverages,18.85,10,9.43,197.925,2/27/2019,18:24,Ewallet,188.5,203.58
156-95-3964,A,New York,Normal,Female,Food and beverages,55.39,4,11.08,232.638,3/25/2019,15:19,Ewallet,221.56,239.28
842-40-8179,B,San Francisco,Member,Female,Food and beverages,77.2,10,38.6,810.6,2/11/2019,10:38,Credit card,772,833.76
525-09-8450,B,San Francisco,Normal,Male,Electronic accessories,72.13,10,36.07,757.365,1/31/2019,15:12,Credit card,721.3,1009.82
410-67-1709,A,New York,Member,Female,Food and beverages,63.88,8,25.55,536.592,1/20/2019,17:48,Ewallet,511.04,551.92
587-73-4862,A,New York,Member,Female,Health and beauty,10.69,5,2.67,56.1225,3/26/2019,11:07,Ewallet,53.45,72.16
787-87-2010,A,New York,Member,Male,Health and beauty,55.5,4,11.1,233.1,1/20/2019,15:48,Credit card,222,299.7
593-14-4239,B,San Francisco,Normal,Female,Home and lifestyle,95.46,8,38.18,801.864,3/5/2019,19:40,Ewallet,763.68,1030.97
801-88-0346,C,Los Angeles,Normal,Female,Food and beverages,76.06,3,11.41,239.589,1/5/2019,20:30,Credit card,228.18,246.43
388-76-2555,B,San Francisco,Normal,Male,Food and beverages,13.69,6,4.11,86.247,2/13/2019,13:59,Cash,82.14,88.71
711-31-1234,B,San Francisco,Normal,Female,Electronic accessories,95.64,4,19.13,401.688,3/16/2019,18:51,Cash,382.56,535.58
886-54-6089,A,New York,Normal,Female,Home and lifestyle,11.43,6,3.43,72.009,1/15/2019,17:24,Cash,68.58,92.58
707-32-7409,B,San Francisco,Member,Female,Food and beverages,95.54,4,19.11,401.268,2/26/2019,11:58,Ewallet,382.16,412.73
759-98-4285,C,Los Angeles,Member,Female,Health and beauty,85.87,7,30.05,631.1445,2/27/2019,19:01,Credit card,601.09,811.47
201-63-8275,C,Los Angeles,Member,Female,Food and beverages,67.99,7,23.8,499.7265,2/17/2019,16:50,Ewallet,475.93,514
471-06-8611,C,Los Angeles,Normal,Female,Food and beverages,52.42,1,2.62,55.041,2/6/2019,10:22,Credit card,52.42,56.61
200-16-5952,C,Los Angeles,Member,Male,Food and beverages,65.65,2,6.57,137.865,1/17/2019,16:46,Cash,131.3,141.8
120-54-2248,B,San Francisco,Normal,Female,Food and beverages,28.86,5,7.22,151.515,1/22/2019,18:08,Credit card,144.3,155.84
102-77-2261,C,Los Angeles,Member,Male,Health and beauty,65.31,7,22.86,480.0285,3/5/2019,18:02,Credit card,457.17,617.18
875-31-8302,B,San Francisco,Normal,Male,Food and beverages,93.38,1,4.67,98.049,1/3/2019,13:07,Cash,93.38,100.85
102-06-2002,C,Los Angeles,Member,Male,Food and beverages,25.25,5,6.31,132.5625,3/20/2019,17:52,Cash,126.25,136.35
457-94-0464,B,San Francisco,Member,Male,Electronic accessories,87.87,9,39.54,830.3715,1/31/2019,20:32,Ewallet,790.83,1107.16
629-42-4133,C,Los Angeles,Normal,Male,Health and beauty,21.8,8,8.72,183.12,2/19/2019,19:24,Cash,174.4,235.44
534-53-3526,A,New York,Normal,Female,Food and beverages,94.76,4,18.95,397.992,2/11/2019,16:06,Ewallet,379.04,409.36
307-04-2070,A,New York,Member,Female,Food and beverages,30.62,1,1.53,32.151,2/5/2019,14:14,Credit card,30.62,33.07
468-99-7231,C,Los Angeles,Normal,Female,Home and lifestyle,44.01,8,17.6,369.684,3/3/2019,17:36,Cash,352.08,475.31
516-77-6464,C,Los Angeles,Member,Female,Health and beauty,10.16,5,2.54,53.34,2/24/2019,13:08,Ewallet,50.8,68.58
404-91-5964,A,New York,Normal,Male,Electronic accessories,74.58,7,26.1,548.163,2/4/2019,16:09,Credit card,522.06,730.88
886-77-9084,C,Los Angeles,Normal,Male,Electronic accessories,71.89,8,28.76,603.876,2/19/2019,11:33,Ewallet,575.12,805.17
790-38-4466,C,Los Angeles,Normal,Female,Health and beauty,10.99,5,2.75,57.6975,1/23/2019,10:18,Credit card,54.95,74.18
704-10-4056,C,Los Angeles,Member,Male,Health and beauty,60.47,3,9.07,190.4805,1/14/2019,10:55,Credit card,181.41,244.9
497-37-6538,A,New York,Normal,Male,Food and beverages,58.91,7,20.62,432.9885,1/17/2019,15:15,Ewallet,412.37,445.36
651-96-5970,A,New York,Normal,Male,Food and beverages,46.41,1,2.32,48.7305,3/3/2019,20:06,Credit card,46.41,50.12
400-80-4065,C,Los Angeles,Member,Male,Health and beauty,68.55,4,13.71,287.91,2/15/2019,20:21,Credit card,274.2,370.17
744-16-7898,B,San Francisco,Normal,Female,Home and lifestyle,97.37,10,48.69,1022.385,1/15/2019,13:48,Credit card,973.7,1314.5
263-12-5321,A,New York,Member,Male,Electronic accessories,92.6,7,32.41,680.61,2/27/2019,12:52,Credit card,648.2,907.48
702-72-0487,A,New York,Normal,Female,Electronic accessories,46.61,2,4.66,97.881,2/26/2019,12:28,Credit card,93.22,130.51
605-83-1050,B,San Francisco,Normal,Male,Food and beverages,27.18,2,2.72,57.078,3/15/2019,16:26,Ewallet,54.36,58.71
443-60-9639,C,Los Angeles,Member,Female,Home and lifestyle,60.87,1,3.04,63.9135,1/24/2019,13:24,Cash,60.87,82.17
864-24-7918,A,New York,Member,Female,Food and beverages,24.49,10,12.25,257.145,2/22/2019,15:15,Cash,244.9,264.49
359-94-5395,B,San Francisco,Normal,Male,Health and beauty,92.78,1,4.64,97.419,3/15/2019,10:50,Credit card,92.78,125.25
401-09-4232,C,Los Angeles,Member,Male,Home and lifestyle,86.69,5,21.67,455.1225,2/11/2019,18:38,Ewallet,433.45,585.16
751-15-6198,B,San Francisco,Normal,Male,Food and beverages,23.01,6,6.9,144.963,1/12/2019,16:45,Ewallet,138.06,149.1
324-41-6833,C,Los Angeles,Member,Female,Electronic accessories,30.2,8,12.08,253.68,3/3/2019,19:30,Ewallet,241.6,338.24
474-33-8305,C,Los Angeles,Member,Male,Food and beverages,67.39,7,23.59,495.3165,3/23/2019,13:23,Ewallet,471.73,509.47
759-29-9521,A,New York,Member,Female,Food and beverages,48.96,9,22.03,462.672,3/4/2019,11:27,Cash,440.64,475.89
831-81-6575,B,San Francisco,Member,Female,Electronic accessories,75.59,9,34.02,714.3255,2/23/2019,11:12,Cash,680.31,952.43
220-68-6701,A,New York,Normal,Female,Home and lifestyle,77.47,4,15.49,325.374,3/17/2019,16:36,Cash,309.88,418.34
618-34-8551,A,New York,Normal,Female,Food and beverages,93.18,2,9.32,195.678,1/16/2019,18:41,Credit card,186.36,201.27
257-60-7754,A,New York,Normal,Female,Electronic accessories,50.23,4,10.05,210.966,1/8/2019,17:12,Cash,200.92,281.29
559-61-5987,B,San Francisco,Normal,Female,Health and beauty,17.75,1,0.89,18.6375,1/14/2019,10:38,Cash,17.75,23.96
189-55-2313,C,Los Angeles,Normal,Female,Food and beverages,62.18,10,31.09,652.89,1/31/2019,10:33,Ewallet,621.8,671.54
565-91-4567,B,San Francisco,Normal,Male,Health and beauty,10.75,8,4.3,90.3,3/15/2019,14:38,Ewallet,86,116.1
380-60-5336,A,New York,Normal,Female,Electronic accessories,40.26,10,20.13,422.73,2/24/2019,18:06,Credit card,402.6,563.64
815-04-6282,C,Los Angeles,Member,Female,Food and beverages,64.97,5,16.24,341.0925,2/8/2019,12:52,Credit card,324.85,350.84
674-56-6360,A,New York,Normal,Male,Electronic accessories,95.15,1,4.76,99.9075,3/22/2019,14:00,Cash,95.15,133.21
778-34-2523,A,New York,Member,Female,Electronic accessories,48.62,8,19.45,408.408,1/24/2019,10:57,Cash,388.96,544.54
499-27-7781,B,San Francisco,Normal,Female,Food and beverages,53.21,8,21.28,446.964,3/14/2019,16:45,Ewallet,425.68,459.73
477-59-2456,C,Los Angeles,Normal,Female,Food and beverages,45.44,7,15.9,333.984,1/23/2019,11:15,Cash,318.08,343.53
832-51-6761,A,New York,Normal,Male,Food and beverages,33.88,8,13.55,284.592,1/19/2019,20:29,Ewallet,271.04,292.72
869-11-3082,B,San Francisco,Member,Male,Health and beauty,96.16,4,19.23,403.872,1/27/2019,20:03,Credit card,384.64,519.26
190-59-3964,B,San Francisco,Member,Male,Food and beverages,47.16,5,11.79,247.59,2/3/2019,14:35,Credit card,235.8,254.66
366-43-6862,B,San Francisco,Normal,Male,Electronic accessories,52.89,4,10.58,222.138,3/25/2019,16:32,Ewallet,211.56,296.18
186-43-8965,A,New York,Member,Female,Home and lifestyle,47.68,2,4.77,100.128,2/24/2019,10:10,Credit card,95.36,128.74
784-21-9238,C,Los Angeles,Member,Male,Food and beverages,10.17,1,0.51,10.6785,2/7/2019,14:15,Cash,10.17,10.98
276-75-6884,A,New York,Normal,Female,Health and beauty,68.71,3,10.31,216.4365,3/4/2019,10:05,Cash,206.13,278.28
109-86-4363,B,San Francisco,Member,Female,Food and beverages,60.08,7,21.03,441.588,2/14/2019,11:36,Credit card,420.56,454.2
569-76-2760,A,New York,Member,Female,Food and beverages,22.01,4,4.4,92.442,1/29/2019,18:15,Credit card,88.04,95.08
222-42-0244,B,San Francisco,Member,Female,Health and beauty,72.11,9,32.45,681.4395,1/28/2019,13:53,Credit card,648.99,876.14
760-53-9233,A,New York,Member,Male,Food and beverages,41.28,3,6.19,130.032,3/26/2019,18:37,Credit card,123.84,133.75
538-22-0304,C,Los Angeles,Normal,Male,Electronic accessories,64.95,10,32.48,681.975,3/24/2019,18:27,Cash,649.5,909.3
416-17-9926,A,New York,Member,Female,Electronic accessories,74.22,10,37.11,779.31,1/1/2019,14:42,Credit card,742.2,1039.08
237-44-6163,A,New York,Normal,Male,Electronic accessories,10.56,8,4.22,88.704,1/24/2019,17:43,Cash,84.48,118.27
636-17-0325,B,San Francisco,Normal,Male,Health and beauty,62.57,4,12.51,262.794,2/25/2019,18:37,Cash,250.28,337.88
343-75-9322,B,San Francisco,Member,Female,Food and beverages,11.85,8,4.74,99.54,1/9/2019,16:34,Cash,94.8,102.38
528-14-9470,A,New York,Member,Male,Health and beauty,91.3,1,4.57,95.865,2/14/2019,14:42,Ewallet,91.3,123.26
427-45-9297,B,San Francisco,Member,Female,Home and lifestyle,40.73,7,14.26,299.3655,3/12/2019,11:01,Ewallet,285.11,384.9
807-34-3742,A,New York,Normal,Male,Food and beverages,52.38,1,2.62,54.999,3/26/2019,19:44,Cash,52.38,56.57
